MT13BJA30GH001;;GT13 LOW VOLTAGE DISTR BJA30;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA70GH001;;GT13 LOW VOLTAGE DISTR BJA70;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BPA00GH000;;GT13 STATIC FREQUENCY CONVERTER;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BRA10GH001;;GT13 LOW VOLTAGE UPS UNIT;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BRU10GH001;;GT13 CONVERTER UNIT;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BTQ10GU001;;GT13 DC/DC CONVERTER UNIT A;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BTR10GU001;;GT13 DC/DC CONVERTER UNIT B;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BUA10GH001;;GT13 MCC FOR 220 VDC SYSTEM UNIT 1;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BUB10GH001;;GT13 MCC FOR 220 VDC SYSTEM UNIT 2;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BUC10GH001;;GT13 MCC FOR 220 VDC SYSTEM UNIT 3;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BUE10GH001;;GT13 MCC FOR 24 VDC SYSTEM UNIT 1;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BUF10GH001;;GT13 MCC FOR 24 VDC SYSTEM UNIT 2;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BUG10GH001;;GT13 MCC FOR 24 VDC SYSTEM UNIT 3;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13CBP10GH001;;GT13 SYNCHRONATION & KWH METERING;8;2;4;2;2;4;2;4.00;4;16.00;2;32.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA10GH001;;GT13 LOW VOLTAGE DISTR BJA10;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA40GH001;;GT13 LOW VOLTAGE DISTR BJA40;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA50GH001;;GT13 LOW VOLTAGE DISTR BJA50;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BJA60GH001;;GT13 LOW VOLTAGE DISTR BJA60;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BTL10GR001;;GT13 BATTERY CHARGER 220 VDC UNIT A;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13BTM10GR001;;GT13 BATTERY CHARGER 220 VDC UNIT B;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT13SGJ01KD000;;GT13 CO2 UNIT;2;2;2;2;2;2;2;2.00;2;4.00;2;8.00;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT21CHA10GH001;;GT21 PROTECTION GENERATOR TRANSFORMATOR ;10;8;8;6;8;2;5;7.14;10;71.41;10;714.14;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT21BAT10GT001                      ;;GT21 GENERATOR MAIN TRANSFORMER ;8;4;4;6;4;2;5;5.03;8;40.23;8;321.82;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT21BPA00GH000;;GT21 STATIC FREQUENCY CONVERTER;8;4;4;6;4;4;2;4.90;4;19.60;10;195.96;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
MT21BBT10GT100                ;;GT21 UNIT AUX TRANSFORMER ;8;4;4;6;4;2;5;5.03;6;30.17;6;181.03;2;not yet defined;2021-05-21 14:52;2021-05-21 14:52
